Date,Elevation (feet),Storage (af),Evaporation (af),Inflow** (cfs),Unregulated Inflow*** (cfs),Power Release (cfs),Bypass Release (cfs),Spillway Release (cfs),Total Release (cfs),
1-Sep-91,3628.62,14698880,56884,8956,8371,13507, , ,13282, 
1-Oct-91,3627.24,14546049,38927,6725,4480,9045, , ,8777, 
1-Nov-91,3626.59,14474481,37281,9014,8660,9976, , ,9686, 
1-Dec-91,3624.55,14251493,29574,7633,6065,11307, , ,11069, 
1-Jan-92,3621.26,13897188,9168,6687,4857,13033, , ,12761, 
1-Feb-92,3619.83,13745243,9770,8427,7655,11313, , ,11110, 
1-Mar-92,3619.39,13698705,16526,9102,9614,9801, , ,9650, 
1-Apr-92,3621.41,13913188,26292,13926,15266,9833, , ,9591, 
1-May-92,3630.73,14934751,32331,27973,27958,9695, , ,9504, 
1-Jun-92,3633.74,15275925,52708,18217,20747,11352, , ,11139, 
1-Jul-92,3630.54,14913406,62644,8455,8185,14230, , ,13804, 
1-Aug-92,3626.16,14427250,60790,6089,4279,14241, , ,13639, 
1-Sep-92,3623.01,14084829,54769,6188,3876,12157, , ,11482, 
1-Oct-92,3621.21,13891849,37352,5931,4183,8930, , ,8713, 
1-Nov-92,3619.44,13703991,35654,7005,6675,10081, , ,9815, 
1-Dec-92,3615.91,13334385,28065,5003,4130,11265, , ,11039, 
1-Jan-93,3613.68,13104284,8650,8848,9989,12964, , ,12749, 
1-Feb-93,3612.6,12993802,9261,9517,8659,11644, , ,11499, 
1-Mar-93,3616.66,13412363,15899,17332,15161,9852, , ,9721, 
1-Apr-93,3623.7,14159317,26301,23955,23633,10008, , ,9955, 
1-May-93,3646.67,16804762,34199,56664,63742,9620, , ,9642, 
1-Jun-93,3666.34,19337327,62290,57325,65296,10298, , ,10312, 
1-Jul-93,3667.73,19526472,79331,19190,21858,14605, , ,14578, 
1-Aug-93,3664.39,19074333,77805,8411,8987,15035, , ,15088, 
1-Sep-93,3662.52,18824804,70591,7769,6616,11103, , ,11111, 
1-Oct-93,3662.26,18790311,48672,8850,7626,8676, , ,8664, 
1-Nov-93,3661.53,18693737,46518,9345,6773,10364, , ,10316, 
1-Dec-93,3659.31,18402435,36913,8426,5339,13003, , ,12942, 
1-Jan-94,3657.15,18122129,11701,8287,5950,13107, , ,13020, 
1-Feb-94,3655.04,17851241,12569,7451,6012,12405, , ,12493, 
1-Mar-94,3654.52,17784914,21188,9251,10472,9872, , ,10071, 
1-Apr-94,3654.01,17720033,33262,9903,11263,10256, , ,10521, 
1-May-94,3661.03,18627816,40145,26541,27352,9737, , ,9943, 
1-Jun-94,3665.66,19245283,64806,22926,23611,10485, , ,10630, 
1-Jul-94,3661.76,18724121,77089,6003,2345,13754, , ,13904, 
1-Aug-94,3656.9,18089882,74428,4277,1943,13994, , ,14207, 
1-Sep-94,3654.42,17772167,67109,6022,3858,10470, , ,10661, 
1-Oct-94,3653.73,17684480,46178,7383,6181,8168, , ,8172, 
1-Nov-94,3652.4,17516298,44081,6138,5988,8410, , ,8450, 
1-Dec-94,3650.04,17220702,34883,6445,5356,11193, , ,11070, 
1-Jan-95,3646.98,16842725,10975,5842,4773,12552, , ,12302, 
1-Feb-95,3644.74,16569855,11747,6686,6587,12085, , ,11781, 
1-Mar-95,3645.21,16626838,19815,11156,13772,9951, , ,9832, 
1-Apr-95,3646.52,16786431,31486,14072,12763,10387, , ,10646, 
1-May-95,3658.91,18350285,38754,38263,36455,10028, , ,10165, 
1-Jun-95,3680.28,21298870,66895,71138,85032,16734, , ,16497, 
1-Jul-95,3693.59,23307302,90352,54215,64703,17768, , ,17468, 
1-Aug-95,3691.43,22972229,91936,13875,14574,18516, , ,18265, 
1-Sep-95,3687.1,22311240,82956,7634,6696,18227, , ,18237, 
1-Oct-95,3684.58,21933068,56435,9018,7126,14629, , ,14742, 
1-Nov-95,3682.88,21680640,53326,10698,7830,14468, , ,14384, 
1-Dec-95,3680.92,21392359,42254,10350,6367,14877, , ,14726, 
1-Jan-96,3677.85,20946632,13492,8246,5216,15814, , ,15855, 
1-Feb-96,3676.08,20692796,14490,9790,8065,14024, , ,14304, 
1-Mar-96,3672.74,20220090,24305,10513,8693,15512, , ,18420, 
1-Apr-96,3672.5,20186442,37566,18707,18243,17538, , ,18686, 
1-May-96,3680.9,21389430,45708,38896,42968,17089, , ,17023, 
1-Jun-96,3687.75,22409548,73658,37313,42342,17352, , ,17560, 
1-Jul-96,3686.49,22219242,89628,14177,16993,15999, , ,16062, 
1-Aug-96,3682.2,21580303,87383,5010,3380,14802, , ,14811, 
1-Sep-96,3679.29,21154837,78732,7423,4845,13939, , ,13822, 
1-Oct-96,3678,20968236,54046,8438,6751,10626, , ,10837, 
1-Nov-96,3677.49,20894802,51473,10171,8989,10462, , ,10639, 
1-Dec-96,3674.71,20497895,40788,8438,6640,14552, , ,14746, 
1-Jan-97,3671.1,19991015,12937,8750,6976,17270, , ,17442, 
1-Feb-97,3666.22,19321047,13747,9565,6682,22468, , ,22346, 
1-Mar-97,3663.22,18917909,22488,18285,18063,25001, , ,25001, 
1-Apr-97,3664.64,19107890,35428,25812,24664,21769, , ,21769, 
1-May-97,3678.84,21089613,44034,56371,63772,20847, , ,20847, 
1-Jun-97,3694.08,23383798,75341,67883,82290,24977, , ,24977, 
1-Jul-97,3693.5,23293257,93368,21243,21330,21315, , ,21315, 
1-Aug-97,3690.91,22892093,91698,14791,17144,20347, , ,20346, 
1-Sep-97,3690.32,22801446,83426,18952,19051,19196, , ,19195, 
1-Oct-97,3688.7,22553819,57797,16183,14951,19593, , ,19592, 
1-Nov-97,3685.85,22123055,54429,13481,10556,20385, , ,20385, 
1-Dec-97,3682.3,21595052,42803,11819,7794,20397, , ,20397, 
1-Jan-98,3678.93,21102625,13597,11065,7831,19494, , ,19493, 
1-Feb-98,3675.64,20630028,14529,10720,8181,19649, , ,19648, 
1-Mar-98,3673.12,20273472,24095,13604,12202,19475, , ,19475, 
1-Apr-98,3676.45,20745648,38130,22638,23489,13428, , ,13427, 
1-May-98,3689.3,22645310,47800,48829,51093,14685, , ,14685, 
1-Jun-98,3696.27,23727909,77932,39387,44860,18428, , ,18428, 
1-Jul-98,3695.24,23565606,94363,18991,24662,20307, , ,20307, 
1-Aug-98,3690.74,22865953,92138,10173,10113,20964, , ,20963, 
1-Sep-98,3687.71,22403483,82961,10060,7747,17059, , ,17059, 
1-Oct-98,3686.35,22198187,56743,11992,10328,14675, , ,14675, 
1-Nov-98,3685.54,22076560,54087,12231,11729,13530, , ,13530, 
1-Dec-98,3682.7,21654053,42844,8058,6018,14783, , ,14783, 
1-Jan-99,3680.59,21344131,13679,9398,7410,14619, , ,14619, 
1-Feb-99,3678.83,21088164,14755,9718,7359,14392, , ,14430, 
1-Mar-99,3677.64,20916366,24756,10117,8252,12732, , ,12732, 
1-Apr-99,3677.48,20893363,38843,12124,11252,11889, , ,11889, 
1-May-99,3682.07,21561176,46660,29496,34984,17008, , ,17008, 
1-Jun-99,3693.57,23304180,75497,49338,57519,16434, , ,16434, 
1-Jul-99,3694.04,23377541,93281,20586,25986,17781, , ,17781, 
1-Aug-99,3693.49,23291697,92459,18789,19192,18793, , ,18793, 
1-Sep-99,3691.59,22996950,84660,14982,11846,18910, , ,18909, 
1-Oct-99,3688.57,22534054,57928,9937,6757,17087, , ,17126, 
1-Nov-99,3684.82,21968875,54300,8472,6400,17818, , ,17817, 
1-Dec-99,3681.27,21443640,42502,7872,5425,16406, , ,16406, 
1-Jan-00,3679.17,21137411,13552,7933,5807,13092, , ,13092, 
1-Feb-00,3677.86,20948074,14641,7990,6601,11291, , ,11291, 
1-Mar-00,3676.96,20818690,24614,8668,7817,10541, , ,10540, 
1-Apr-00,3675.95,20674225,38601,13270,14506,15244, , ,15243, 
1-May-00,3678.53,21044755,45935,25644,29309,18383, , ,18389, 
1-Jun-00,3683.4,21757615,72680,22129,23302,7969, , ,7969, 
1-Jul-00,3682.12,21568545,87070,6121,4222,8026, , ,8026, 
1-Aug-00,3680.32,21304711,85754,4812,1446,8048, , ,8051, 
1-Sep-00,3677.8,20939423,77815,5707,3176,11029, , ,11029, 
1-Oct-00,3676.5,20752807,53499,7440,5876,9848, , ,9848, 
1-Nov-00,3673.32,20301595,50592,6153,5488,13493, , ,13492, 
1-Dec-00,3669.89,19823235,39673,5674,4749,13431, , ,13431, 
1-Jan-01,3666.27,19327829,12520,5330,4427,13828, , ,13828, 
1-Feb-01,3664.01,19023430,13372,6004,5356,11683, , ,11683, 
1-Mar-01,3662.82,18864671,22418,8140,8777,10564, , ,10564, 
1-Apr-01,3662.49,18820818,35182,9856,11842,10055, , ,10061, 
1-May-01,3669.7,19797000,42541,27624,33352,9786, , ,9786, 
1-Jun-01,3673.02,20259405,68221,19299,21710,9760, , ,9760, 
1-Jul-01,3669.46,19763890,81004,5617,5208,13003, , ,13003, 
1-Aug-01,3666.22,19321047,78834,6837,5860,13333, , ,13333, 
1-Sep-01,3664.84,19134795,71535,5428,2979,7607, , ,7607, 
1-Oct-01,3662.35,18802257,49051,4752,2583,9795, , ,9795, 
1-Nov-01,3660.14,18510914,46346,5668,4840,10177, , ,10177, 
1-Dec-01,3656.17,17995952,36383,4569,3681,13023, , ,13023, 
1-Jan-02,3652.33,17507501,11406,4696,3793,13090, , ,13090, 
1-Feb-02,3649.79,17189596,12161,4867,3881,10830, , ,10830, 
1-Mar-02,3647.67,16927421,20327,5516,4823,9790, , ,9790, 
1-Apr-02,3645.85,16704682,31728,6608,6498,10118, , ,10117, 
1-May-02,3644.46,16535969,37112,7238,5063,9598, , ,9598, 
1-Jun-02,3640.91,16110750,56284,5793,4781,12565, , ,12564, 
1-Jul-02,3634.24,15333130,64919,1990,-299,14593, , ,14593, 
1-Aug-02,3627.45,14569225,61925,2120,-811,14531, , ,14531, 
1-Sep-02,3626.53,14467880,55772,7222,5216,8124, , ,8124, 
1-Oct-02,3624.72,14269970,38333,5222,4193,8075, , ,8075, 
1-Nov-02,3623.25,14110706,36548,5723,5603,7999, , ,7999, 
1-Dec-02,3620.1,13773841,28807,4335,3885,9783, , ,9783, 
1-Jan-03,3615.28,13269125,8819,4033,3579,12754, , ,12754, 
1-Feb-03,3611.02,12833247,9263,4548,4207,12857, , ,12857, 
1-Mar-03,3607.13,12443571,15342,6196,6801,12791, , ,12791, 
1-Apr-03,3605.1,12243413,23838,6869,7243,10101, , ,10101, 
1-May-03,3610.26,12756490,28172,20071,21737,10601, , ,10601, 
1-Jun-03,3616.2,13364505,46505,25971,32012,14154, , ,14154, 
1-Jul-03,3610.63,12793807,55104,5514,3934,14642, , ,14641, 
1-Aug-03,3604.21,12156322,52756,4327,1805,14666, , ,14666, 
1-Sep-03,3603.73,12109533,47732,7902,7290,7950, , ,7949, 
1-Oct-03,3601.93,11935147,32872,5447,4282,7976, , ,7976, 
1-Nov-03,3600.48,11795920,31450,5984,5792,7982, , ,7982, 
1-Dec-03,3597.22,11486774,24802,4765,4506,9792, , ,9791, 
1-Jan-04,3591.8,10984245,7458,4122,3848,12827, , ,12827, 
1-Feb-04,3586.84,10536874,7753,4645,4502,12910, , ,12910, 
1-Mar-04,3582.78,10179570,12801,7028,9018,13096, , ,13096, 
1-Apr-04,3582.93,10192620,20176,11510,14999,10933, , ,10934, 
1-May-04,3587.17,10566253,24053,16637,20030,9683, , ,9683, 
1-Jun-04,3586.16,10476457,38080,12485,16871,13475,0,0,13475, 
1-Jul-04,3579.7,9913853,44474,5480,6739,14645,0,0,14639, 
1-Aug-04,3572.1,9277886,42195,4086,2015,14570,0,0,14570, 
1-Sep-04,3570.77,9169460,37718,6793,5249,8127,0,0,8127, 
1-Oct-04,3570.5,9147553,26108,8065,7864,8025,0,0,8025, 
1-Nov-04,3567.28,8889033,25251,7769,9057,10478,1559,0,12036, 
1-Dec-04,3564.42,8663616,19630,6109,6101,9749,0,0,9749, 
1-Jan-05,3562.07,8481378,5795,9526,9784,12639,0,0,12633, 
1-Feb-05,3559.23,8264678,6049,8860,9320,12965,0,0,12965, 
1-Mar-05,3555.9,8015213,10137,8839,9934,13056,0,0,13056, 
1-Apr-05,3562.81,8538478,16274,18613,21956,8842,0,0,8842, 
1-May-05,3586.53,10509305,21621,44679,50955,9711,0,0,9711, 
1-Jun-05,3606.28,12359502,41209,47408,54874,13072,63,0,13134, 
1-Jul-05,3606.87,12417834,52922,15711,19750,13823,0,0,13826, 
1-Aug-05,3602.83,12022139,51895,8074,7117,14180,0,0,14180, 
1-Sep-05,3601.97,11939007,47095,7627,5225,8349,0,0,8344, 
1-Oct-05,3602.77,12016321,32730,10245,9884,8354,0,0,8354, 
1-Nov-05,3602.36,11976667,31756,8450,7796,8636,0,0,8636, 
1-Dec-05,3598.17,11576323,25018,6408,5187,13033,0,0,13033, 
1-Jan-06,3594.21,11205927,7559,6629,5627,13012,0,0,13012, 
1-Feb-06,3589.7,10793364,7921,6529,5484,14409,0,0,14409, 
1-Mar-06,3588.71,10704126,13272,8439,7880,9790,0,0,9790, 
1-Apr-06,3592.99,11093352,21251,17554,19362,10132,0,0,10132, 
1-May-06,3605.25,12258121,26597,30674,35721,9783,0,0,9783, 
1-Jun-06,3610.35,12765572,44625,23424,25919,13464,0,0,13464, 
1-Jul-06,3606.85,12415852,53313,8201,7423,13477,0,0,13477, 
1-Aug-06,3602.78,12017290,51887,7293,5973,13450,0,0,13450, 
1-Sep-06,3601.74,11916846,47055,7979,6493,9011,0,0,9011, 
1-Oct-06,3607.96,12526054,33615,21104,22686,9857,1,0,9857, 
1-Nov-06,3606.85,12415842,32806,8677,9056,10126,0,0,10126, 
1-Dec-06,3603.39,12076466,25850,7480,5853,13020,0,0,13020, 
1-Jan-07,3599.51,11703394,7846,6591,4794,13016,0,0,13016, 
1-Feb-07,3597.91,11551778,8318,8086,7042,10884,0,0,10884, 
1-Mar-07,3598.81,11636909,14132,11515,13391,9790,0,0,9790, 
1-Apr-07,3600.35,11783493,22774,13133,14833,10089,0,0,10089, 
1-May-07,3609.61,12691083,27874,26175,28401,9780,0,0,9780, 
1-Jun-07,3611.5,12881880,45119,17691,21652,13470,0,0,13470, 
1-Jul-07,3607.35,12465407,53564,6633,5222,13077,0,0,13077, 
1-Aug-07,3603.58,12094938,52117,7416,6463,13076,0,0,13076, 
1-Sep-07,3601.87,11929370,47117,7940,5296,10147,6,0,10153, 
1-Oct-07,3600.62,11809316,32488,8193,7014,9773,0,0,9773, 
1-Nov-07,3598.63,11619851,31124,7221,5995,10137,0,0,10137, 
1-Dec-07,3594.64,11245782,24483,6882,5962,13054,0,0,13054, 
1-Jan-08,3590.66,10880359,7354,6723,5041,13022,0,0,13022, 
1-Feb-08,3590.66,10880359,7823,10607,7896,10471,0,0,10471, 
1-Mar-08,3589.77,10799697,13274,12302,10189,11990,1513,0,13503, 
1-Apr-08,3594.09,11194825,21494,18935,19225,11402,0,0,11402, 
1-May-08,3610.81,12812006,27126,41698,45894,12852,0,0,12852, 
1-Jun-08,3631.05,14970763,49069,53305,57274,13299,0,0,13299, 
1-Jul-08,3633,15191540,63035,18977,23510,14074,0,0,14074, 
1-Aug-08,3629.55,14802503,62186,8646,6907,14468,0,0,14468, 
1-Sep-08,3626.9,14508577,56189,7766,4990,12157,0,0,12157, 
1-Oct-08,3623.82,14172307,38257,6892,5000,12176,0,0,12176, 
1-Nov-08,3621.9,13965594,36253,6991,6374,10133,0,0,10133, 
1-Dec-08,3617.89,13540898,28477,6024,4819,13021,0,0,13021, 
1-Jan-09,3614.17,13154627,8715,6406,5357,13049,0,0,13049, 
1-Feb-09,3612.05,12937756,9269,6786,5821,10837,0,0,10837, 
1-Mar-09,3610.43,12773632,15595,7551,7962,10180,0,0,10180, 
1-Apr-09,3611.26,12857547,24562,12087,14092,10151,0,0,10151, 
1-May-09,3629.09,14751176,30915,43233,50956,9469,0,0,9469, 
1-Jun-09,3640.49,16060989,53620,35837,43967,11162,0,0,11162, 
1-Jul-09,3641.14,16138064,66784,15499,18345,13059,0,0,13059, 
1-Aug-09,3637.5,15709825,65521,6591,3136,13047,0,0,13047, 
1-Sep-09,3635.37,15462973,59336,6567,3125,10050,0,0,10050, 
1-Oct-09,3633.52,15250803,40675,7017,4315,10082,0,0,10082, 
1-Nov-09,3631.1,14976395,38642,7295,6057,11626,0,0,11626, 
1-Dec-09,3626.22,14433841,30210,5618,3532,14657,0,0,14657, 
1-Jan-10,3622.14,13991311,9232,7023,5035,14645,0,0,14645, 
1-Feb-10,3620.16,13780191,9816,7424,5808,11353,0,0,11353, 
1-Mar-10,3619.41,13700829,16559,8672,8715,9789,8,0,9797, 
1-Apr-10,3620.5,13816275,26141,12651,16468,10116,0,0,10116, 
1-May-10,3625.96,14405339,31622,20641,23490,9780,0,0,9780, 
1-Jun-10,3638.82,15864183,53042,37470,45118,10100,0,0,10100, 
1-Jul-10,3636.52,15595908,65086,9398,8881,13051,0,0,13051, 
1-Aug-10,3634.55,15368674,64100,10090,8403,13039,0,0,13039, 
1-Sep-10,3633.66,15266787,58426,7203,4097,8070,0,0,8070, 
1-Oct-10,3634.08,15314809,40612,9563,7116,8059,0,0,8059, 
1-Nov-10,3630.31,14887584,38625,6505,5908,13610,1,0,13610, 
1-Dec-10,3626.54,14468976,30140,6906,6418,13769,0,0,13769, 
1-Jan-11,3620.55,13821588,9204,4997,4220,16219,0,0,16219, 
1-Feb-11,3614.95,13235015,9558,6125,5050,17360,0,0,17360, 
1-Mar-11,3610.73,12803921,15767,9489,9457,16805,0,0,16805, 
1-Apr-11,3611.93,12925552,24596,18419,19088,15798,0,0,15798, 
1-May-11,3623.13,14097762,30325,40130,39689,19048,0,0,19048, 
1-Jun-11,3648.98,17089086,54041,78338,87434,23137,0,0,23137, 
1-Jul-11,3660.86,18605441,73772,51959,61266,24125,0,0,24125, 
1-Aug-11,3655.34,17889579,74093,12678,10803,24047,0,0,24047, 
1-Sep-11,3653.01,17593301,66510,11235,7671,15495,0,0,15495, 
1-Oct-11,3650.27,17249350,45491,10248,8340,15550,0,0,15550, 
1-Nov-11,3645.67,16682755,42799,8908,8509,18473,0,0,18473, 
1-Dec-11,3639.75,15973570,33046,7978,5897,19897,0,0,19897, 
1-Jan-12,3636.91,15641172,10222,8183,5789,13855,0,0,13855, 
1-Feb-12,3635.28,15452603,10962,7996,5953,11346,0,0,11346, 
1-Mar-12,3635.33,15458364,18516,10161,9107,9759,0,0,9759, 
1-Apr-12,3635.76,15507966,29435,11585,12838,10190,0,0,10190, 
1-May-12,3636.83,15631880,34913,12518,12879,9774,0,0,9774, 
1-Jun-12,3633.9,15294215,53612,6681,5940,11909,0,0,11909, 
1-Jul-12,3628.45,14679979,62134,4628,2505,14406,0,0,14406, 
1-Aug-12,3623.62,14150670,59846,4694,1647,13018,0,0,13018, 
1-Sep-12,3621.56,13929222,54014,4970,1749,8081,0,0,8081, 
1-Oct-12,3619.46,13706110,36965,4783,3093,8101,0,0,8101, 
1-Nov-12,3615.1,13250511,35025,4588,4131,10961,1307,0,12268, 
1-Dec-12,3609.82,12712525,27164,4019,3273,13027,0,0,13027, 
1-Jan-13,3604.42,12176834,8171,3749,2739,13025,0,0,13025, 
1-Feb-13,3601.47,11890863,8597,5394,4723,10800,0,0,10800, 
1-Mar-13,3598.96,11651135,14370,5801,5892,9778,0,0,9778, 
1-Apr-13,3596.53,11422008,22446,5477,5961,9259,0,0,9259, 
1-May-13,3599.44,11696734,26338,15037,18241,9783,0,0,9783, 
1-Jun-13,3600.07,11756753,41865,15235,15773,13443,0,0,13443, 
1-Jul-13,3594.17,11202228,49106,4842,2321,13784,0,0,13784, 
1-Aug-13,3589.64,10787947,47357,6520,4435,13027,0,0,13027, 
1-Sep-13,3591.25,10934043,43513,13475,14406,10092,0,0,10092, 
1-Oct-13,3590.88,10900357,30339,7726,8928,7825,0,0,7825, 
1-Nov-13,3587.9,10631470,29032,7307,7999,9294,2405,0,11699, 
1-Dec-13,3584.43,10323809,22803,4736,4794,9769,0,0,9769, 
1-Jan-14,3578.69,9827727,6762,4413,4398,13016,0,0,13016, 
1-Feb-14,3575.55,9563112,7033,5775,5940,10795,0,0,10795, 
1-Mar-14,3574.76,9497289,11886,7227,8284,8189,0,0,8189, 
1-Apr-14,3577.56,9731949,18942,13009,16208,8432,0,0,8432, 
1-May-14,3589.38,10764472,23619,26543,33856,8023,0,0,8023, 
1-Jun-14,3609.19,12648940,42396,44970,51077,10054,0,0,10054, 
1-Jul-14,3608.05,12535019,53460,11880,13623,13012,0,0,13012, 
1-Aug-14,3605.82,12314154,52648,10005,8413,13028,0,0,13028, 
1-Sep-14,3605.53,12285625,48258,10448,8589,10154,0,0,10154, 
1-Oct-14,3605.57,12289557,33576,10340,11644,9725,0,0,9725, 
1-Nov-14,3601.87,11929370,31925,7054,7117,10836,2219,0,13055, 
1-Dec-14,3597.75,11536684,24950,7567,6647,14058,0,0,14058, 
1-Jan-15,3593.57,11146783,7513,7295,5658,14021,0,0,14021, 
1-Feb-15,3592.23,11023589,7978,8357,7635,10609,0,0,10609, 
1-Mar-15,3591.02,10913095,13516,8839,8986,10560,0,0,10560, 
1-Apr-15,3590.18,10836808,21365,9063,10731,10089,0,0,10089, 
1-May-15,3597.27,11491480,25496,23277,26225,11364,0,0,11364, 
1-Jun-15,3613.54,13089932,43627,43190,56958,13445,0,0,13445, 
1-Jul-15,3612.62,12995833,55171,16293,17433,17048,0,0,17048, 
1-Aug-15,3609.07,12636916,54119,7576,5091,13000,0,0,13000, 
1-Sep-15,3606.01,12332870,48864,7304,4644,12001,0,0,12001, 
1-Oct-15,3606.44,12375298,33630,11055,8709,9762,0,0,9762, 
1-Nov-15,3605.47,12279728,32500,8507,7082,9696,0,0,9696, 
1-Dec-15,3600.8,11826553,25527,6399,4328,13943,0,0,13943, 
1-Jan-16,3596.58,11426694,7680,7046,4880,13944,0,0,13944, 
1-Feb-16,3594.41,11224455,8122,8517,6883,12173,0,0,12173, 
1-Mar-16,3592.18,11019009,13688,7900,8994,11286,0,0,11286, 
1-Apr-16,3592.12,11013514,21501,11442,13679,11180,1,0,11180, 
1-May-16,3603.87,12123170,26243,31306,37315,11389,0,0,11389, 
1-Jun-16,3620.01,13764294,45667,43998,48857,13444,0,0,13444, 
1-Jul-16,3618.22,13575516,57591,13075,9669,15455,0,0,15455, 
1-Aug-16,3613.55,13090957,55890,7029,4121,14631,0,0,14631, 
1-Sep-16,3610.93,12824140,50338,7749,4720,11746,0,0,11746, 
1-Oct-16,3609.48,12678029,34579,7763,6197,9767,0,0,9767, 
1-Nov-16,3605.81,12313170,32727,6539,6433,10487,2125,0,12612, 
1-Dec-16,3600.49,11796878,25523,5957,4886,14611,0,0,14611, 
1-Jan-17,3595.86,11359338,7655,6756,5839,14317,0,0,14317, 
1-Feb-17,3594.33,11217043,8085,10176,9999,12797,0,0,12797, 
1-Mar-17,3595.91,11364007,13788,14555,18081,11749,0,0,11749, 
1-Apr-17,3604.14,12149494,22805,25103,27028,10463,0,0,10463, 
1-May-17,3619.09,13667058,29142,37740,38662,10611,0,0,10611, 
1-Jun-17,3634.89,15407724,50898,45037,52348,12588,0,0,12588, 
1-Jul-17,3634.69,15384745,63992,14464,17454,13827,0,0,13827, 
1-Aug-17,3630.88,14951625,62830,8054,7247,14639,0,0,14639, 
1-Sep-17,3628.31,14664438,56675,6884,3287,11144,0,0,11144, 
1-Oct-17,3627.09,14529509,38935,8675,7297,10412,0,0,10412, 
1-Nov-17,3625.29,14332082,37085,7629,6503,10589,0,0,10589, 
1-Dec-17,3622.85,14067595,29281,7859,4862,12028,0,0,12028, 
1-Jan-18,3619.14,13672331,9035,7197,4256,13992,0,0,13992, 
1-Feb-18,3616.02,13345812,9568,6963,4853,13141,0,0,13141, 
1-Mar-18,3612.23,12956078,15917,6424,5398,13011,0,0,13011, 
1-Apr-18,3609.39,12668997,24681,7050,6416,11846,0,0,11846, 
1-May-18,3611.54,12885938,28985,15743,19750,11461,0,0,11461, 
1-Jun-18,3609.98,12728287,45291,10672,14839,12772,0,0,12772, 
1-Jul-18,3603.8,12116351,52591,4097,2007,13990,0,0,13990, 
1-Aug-18,3597.12,11477376,50214,4231,183,14637,0,0,14637, 
1-Sep-18,3592.28,11027712,44769,3858,16,11267,0,0,11267, 
1-Oct-18,3590.46,10862199,30423,7758,5707,10170,0,0,10170, 
1-Nov-18,3586.5,10506637,28799,5161,4275,9834,1297,0,11130, 
1-Dec-18,3581.85,10098851,22494,5240,3713,12037,0,0,12037, 
1-Jan-19,3576.34,9629238,6616,4930,3456,13071,0,0,13071, 
,,,,,,,,,,
*,Min/Max values are based on 30-year period of water years 1980 through 2010. Water years begin on October 1st and end on September 30th.,,,,,,,,,
**,Inflow is computed based on reservoir release and change in reservoir storage (and reservoir evaporation and change in bank storage when these parameters are accounted for).,,,,,,,,,
***,Unregulated Inflow adjusts for the effects of operations at upstream reservoirs.  It is computed by adding the change in storage and the evaporation losses from upstream reservoirs to the observed inflow.,,,,,,,,,
^,Modified Unregulated Inflow applies to Navajo Reservoir only and adjusts the Unregulated Inflow to Navajo Reservoir by the effects of the operation of Azotea Tunnel which exports water from the San Juan River Basin.  It is computed by adding the volume of water exported through the Azotea Tunnel to the Unregulated Inflow for Navajo Reservoir.,,,,,,,,,
